"name","value","changed","description"
"input_format_csv_use_best_effort_in_schema_inference","1",0,"Use some tweaks and heuristics to infer schema in CSV format"
"input_format_custom_detect_header","1",0,"Automatically detect header with names and types in CustomSeparated format"
"input_format_defaults_for_omitted_fields","1",0,"For input data calculate default expressions for omitted fields (it works for JSONEachRow, -WithNames, -WithNamesAndTypes formats)."
"input_format_hive_text_collection_items_delimiter","",0,"Delimiter between collection(array or map) items in Hive Text File"
"input_format_hive_text_fields_delimiter","",0,"Delimiter between fields in Hive Text File"
"input_format_hive_text_map_keys_delimiter","",0,"Delimiter between a pair of map key/values in Hive Text File"
"input_format_import_nested_json","0",0,"Map nested JSON data to nested tables (it works for JSONEachRow format)."
"input_format_ipv4_default_on_conversion_error","0",0,"Deserialization of IPv4 will use default values instead of throwing exception on conversion error."
"input_format_ipv6_default_on_conversion_error","0",0,"Deserialization of IPV6 will use default values instead of throwing exception on conversion error."
"input_format_json_defaults_for_missing_elements_in_named_tuple","1",0,"Insert default value in named tuple element if it's missing in json object"
"input_format_json_ignore_unknown_keys_in_named_tuple","0",0,"Ignore unknown keys in json object for named tuples"
"input_format_json_named_tuples_as_objects","1",0,"Deserialize named tuple columns as JSON objects"
"input_format_json_read_bools_as_numbers","1",0,"Allow to parse bools as numbers in JSON input formats"
"input_format_json_read_numbers_as_strings","0",0,"Allow to parse numbers as strings in JSON input formats"
"input_format_json_read_objects_as_strings","1",0,"Allow to parse JSON objects as strings in JSON input formats"
"input_format_json_try_infer_numbers_from_strings","1",0,"Try to infer numbers from string fields while schema inference"
"input_format_json_validate_types_from_metadata","1",0,"For JSON/JSONCompact/JSONColumnsWithMetadata input formats this controls whether format parser should check if data types from input metadata match data types of the corresponding columns from the table"
"input_format_max_rows_to_read_for_schema_inference","25000",0,"The maximum rows of data to read for automatic schema inference"
"input_format_msgpack_number_of_columns","0",0,"The number of columns in inserted MsgPack data. Used for automatic schema inference from data."
"input_format_mysql_dump_map_column_names","1",0,"Match columns from table in MySQL dump and columns from ClickHouse table by names"
"input_format_mysql_dump_table_name","",0,"Name of the table in MySQL dump from which to read data"
"input_format_null_as_default","1",0,"Initialize null fields with default values if the data type of this field is not nullable and it is supported by the input format"
"input_format_orc_allow_missing_columns","0",0,"Allow missing columns while reading ORC input formats"
"input_format_orc_case_insensitive_column_matching","0",0,"Ignore case when matching ORC columns with CH columns."
"input_format_orc_import_nested","0",0,"Allow to insert array of structs into Nested table in ORC input format."
"input_format_orc_row_batch_size","100000",0,"Batch size when reading ORC stripes."
"input_format_orc_skip_columns_with_unsupported_types_in_schema_inference","0",0,"Skip columns with unsupported types while schema inference for format ORC"
"input_format_parallel_parsing","1",0,"Enable parallel parsing for some data formats."
"input_format_parquet_allow_missing_columns","0",0,"Allow missing columns while reading Parquet input formats"
"input_format_parquet_case_insensitive_column_matching","0",0,"Ignore case when matching Parquet columns with CH columns."
"input_format_parquet_import_nested","0",0,"Allow to insert array of structs into Nested table in Parquet input format."
"input_format_parquet_max_block_size","8192",0,"Max block size for parquet reader."
"input_format_parquet_skip_columns_with_unsupported_types_in_schema_inference","0",0,"Skip columns with unsupported types while schema inference for format Parquet"
"input_format_protobuf_flatten_google_wrappers","0",0,"Enable Google wrappers for regular non-nested columns, e.g. google.protobuf.StringValue 'str' for String column 'str'. For Nullable columns empty wrappers are recognized as defaults, and missing as nulls"
"input_format_protobuf_skip_fields_with_unsupported_types_in_schema_inference","0",0,"Skip fields with unsupported types while schema inference for format Protobuf"
"input_format_record_errors_file_path","",0,"Path of the file used to record errors while reading text formats (CSV, TSV)."
"input_format_skip_unknown_fields","1",0,"Skip columns with unknown names from input data (it works for JSONEachRow, -WithNames, -WithNamesAndTypes and TSKV formats)."
"input_format_try_infer_dates","1",0,"Try to infer dates from string fields while schema inference in text formats"
"input_format_try_infer_datetimes","1",0,"Try to infer datetimes from string fields while schema inference in text formats"
"input_format_try_infer_integers","1",0,"Try to infer integers instead of floats while schema inference in text formats"
"input_format_tsv_detect_header","1",0,"Automatically detect header with names and types in TSV format"
"input_format_tsv_empty_as_default","0",0,"Treat empty fields in TSV input as default values."
"input_format_tsv_enum_as_number","0",0,"Treat inserted enum values in TSV formats as enum indices."
"input_format_tsv_skip_first_lines","0",0,"Skip specified number of lines at the beginning of data in TSV format"
"input_format_tsv_use_best_effort_in_schema_inference","1",0,"Use some tweaks and heuristics to infer schema in TSV format"
"input_format_values_accurate_types_of_literals","1",0,"For Values format: when parsing and interpreting expressions using template, check actual type of literal to avoid possible overflow and precision issues."
"input_format_values_deduce_templates_of_expressions","1",0,"For Values format: if the field could not be parsed by streaming parser, run SQL parser, deduce template of the SQL expression, try to parse all rows using template and then interpret expression for all rows."
"input_format_values_interpret_expressions","1",0,"For Values format: if the field could not be parsed by streaming parser, run SQL parser and try to interpret it as SQL expression."
"input_format_with_names_use_header","1",0,"For -WithNames input formats this controls whether format parser is to assume that column data appear in the input exactly as they are specified in the header."
"input_format_with_types_use_header","1",0,"For -WithNamesAndTypes input formats this controls whether format parser should check if data types from the input match data types from the header."
"insert_allow_materialized_columns","0",0,"If setting is enabled, Allow materialized columns in INSERT."
"insert_deduplicate","1",0,"For INSERT queries in the replicated table, specifies that deduplication of insertings blocks should be performed"
"insert_deduplication_token","",0,"If not empty, used for duplicate detection instead of data digest"
"insert_distributed_one_random_shard","0",0,"If setting is enabled, inserting into distributed table will choose a random shard to write when there is no sharding key"
"insert_distributed_sync","0",0,"If setting is enabled, insert query into distributed waits until data will be sent to all nodes in cluster."
"insert_distributed_timeout","0",0,"Timeout for insert query into distributed. Setting is used only with insert_distributed_sync enabled. Zero value means no timeout."
"insert_keeper_fault_injection_probability","0",0,"Approximate probability of failure for a keeper request during insert. Valid value is in interval [0.0f, 1.0f]"
"insert_keeper_fault_injection_seed","0",0,"0 - random seed, otherwise the setting value"
"insert_keeper_max_retries","20",0,"Max retries for keeper operations during insert"
"insert_keeper_retry_initial_backoff_ms","100",0,"Initial backoff timeout for keeper operations during insert"
"insert_keeper_retry_max_backoff_ms","10000",0,"Max backoff timeout for keeper operations during insert"
"insert_null_as_default","1",0,"Insert DEFAULT values instead of NULL in INSERT SELECT (UNION ALL)"
"insert_quorum","0",0,"For INSERT queries in the replicated table, wait writing for the specified number of replicas and linearize the addition of the data. 0 - disabled, 'auto' - use majority"
"insert_quorum_parallel","1",0,"For quorum INSERT queries - enable to make parallel inserts without linearizability"
"insert_quorum_timeout","600000",0,"If the quorum of replicas did not meet in specified time (in milliseconds), exception will be thrown and insertion is aborted."
"insert_shard_id","0",0,"If non zero, when insert into a distributed table, the data will be inserted into the shard `insert_shard_id` synchronously. Possible values range from 1 to `shards_number` of corresponding distributed table"
"interactive_delay","100000",0,"The interval in microseconds to check if the request is cancelled, and to send progress info."
"intersect_default_mode","ALL",0,"Set default mode in INTERSECT query. Possible values: empty string, 'ALL', 'DISTINCT'. If empty, query without mode will throw exception."
"join_algorithm","default",0,"Specify join algorithm."
"join_any_take_last_row","0",0,"When disabled (default) ANY JOIN will take the first found row for a key. When enabled, it will take the last row seen if there are multiple rows for the same key."
"join_default_strictness","ALL",0,"Set default strictness in JOIN query. Possible values: empty string, 'ANY', 'ALL'. If empty, query without strictness will throw exception."
"join_on_disk_max_files_to_merge","64",0,"For MergeJoin on disk set how much files it's allowed to sort simultaneously. Then this value bigger then more memory used and then less disk I/O needed. Minimum is 2."
"join_overflow_mode","throw",0,"What to do when the limit is exceeded."
"join_use_nulls","0",0,"Use NULLs for non-joined rows of outer JOINs for types that can be inside Nullable. If false, use default value of corresponding columns data type."
"joined_subquery_requires_alias","1",0,"Force joined subqueries and table functions to have aliases for correct name qualification."
"kafka_disable_num_consumers_limit","0",0,"Disable limit on kafka_num_consumers that depends on the number of available CPU cores"
"kafka_max_wait_ms","5000",0,"The wait time for reading from Kafka before retry."
"legacy_column_name_of_tuple_literal","0",0,"List all names of element of large tuple literals in their column names instead of hash. This settings exists only for compatibility reasons. It makes sense to set to 'true', while doing rolling update of cluster from version lower than 21.7 to higher."
"limit","0",0,"Limit on read rows from the most 'end' result for select query, default 0 means no limit length"
"live_view_heartbeat_interval","15",0,"The heartbeat interval in seconds to indicate live query is alive."
"load_balancing","random",0,"Which replicas (among healthy replicas) to preferably send a query to (on the first attempt) for distributed processing."
"load_balancing_first_offset","0",0,"Which replica to preferably send a query when FIRST_OR_RANDOM load balancing strategy is used."
"load_marks_asynchronously","0",0,"Load MergeTree marks asynchronously"
"local_filesystem_read_method","mmap",1,"Method of reading data from local filesystem, one of: read, pread, mmap, io_uring, pread_threadpool. The 'io_uring' method is experimental and does not work for Log, TinyLog, StripeLog, File, Set and Join, and other tables with append-able files in presence of concurrent reads and writes."
"local_filesystem_read_prefetch","0",0,"Should use prefetching when reading data from local filesystem."
"lock_acquire_timeout","120",0,"How long locking request should wait before failing"
"log_comment","",0,"Log comment into system.query_log table and server log. It can be set to arbitrary string no longer than max_query_size."
"log_formatted_queries","0",0,"Log formatted queries and write the log to the system table."
"log_processors_profiles","0",0,"Log Processors profile events."
"log_profile_events","1",0,"Log query performance statistics into the query_log, query_thread_log and query_views_log."
"log_queries","1",1,"Log requests and write the log to the system table."
"log_queries_cut_to_length","10485760",1,"If query length is greater than specified threshold (in bytes), then cut query when writing to query log. Also limit length of printed query in ordinary text log."
"log_queries_min_query_duration_ms","0",0,"Minimal time for the query to run, to get to the query_log/query_thread_log/query_views_log."
"log_queries_min_type","QUERY_START",0,"Minimal type in query_log to log, possible values (from low to high): QUERY_START, QUERY_FINISH, EXCEPTION_BEFORE_START, EXCEPTION_WHILE_PROCESSING."
"log_queries_probability","1",0,"Log queries with the specified probabality."
"log_query_settings","1",0,"Log query settings into the query_log."
"log_query_threads","0",0,"Log query threads into system.query_thread_log table. This setting have effect only when 'log_queries' is true."
"log_query_views","1",0,"Log query dependent views into system.query_views_log table. This setting have effect only when 'log_queries' is true."
"low_cardinality_allow_in_native_format","1",0,"Use LowCardinality type in Native format. Otherwise, convert LowCardinality columns to ordinary for select query, and convert ordinary columns to required LowCardinality for insert query."
"low_cardinality_max_dictionary_size","8192",0,"Maximum size (in rows) of shared global dictionary for LowCardinality type."
"low_cardinality_use_single_dictionary_for_part","0",0,"LowCardinality type serialization setting. If is true, than will use additional keys when global dictionary overflows. Otherwise, will create several shared dictionaries."
"materialize_skip_indexes_on_insert","1",0,"If true skip indexes are calculated on inserts, otherwise skip indexes will be calculated only during merges"
"materialize_ttl_after_modify","1",0,"Apply TTL for old data, after ALTER MODIFY TTL query"
"max_alter_threads","'auto(10)'",0,"Obsolete setting, does nothing."
"max_analyze_depth","5000",0,"Maximum number of analyses performed by interpreter."
"max_ast_depth","1000",0,"Maximum depth of query syntax tree. Checked after parsing."
"max_ast_elements","100000",1,"Maximum size of query syntax tree in number of nodes. Checked after parsing."
"max_block_size","65409",0,"Maximum block size for reading"
"max_bytes_before_external_group_by","0",0,"If memory usage during GROUP BY operation is exceeding this threshold in bytes, activate the 'external aggregation' mode (spill data to disk). Recommended value is half of available system memory."
"max_bytes_before_external_sort","0",0,"If memory usage during ORDER BY operation is exceeding this threshold in bytes, activate the 'external sorting' mode (spill data to disk). Recommended value is half of available system memory."
"max_bytes_before_remerge_sort","1000000000",0,"In case of ORDER BY with LIMIT, when memory usage is higher than specified threshold, perform additional steps of merging blocks before final merge to keep just top LIMIT rows."
"max_bytes_in_distinct","0",0,"Maximum total size of state (in uncompressed bytes) in memory for the execution of DISTINCT."
"max_bytes_in_join","0",0,"Maximum size of the hash table for JOIN (in number of bytes in memory)."
"max_bytes_in_set","0",0,"Maximum size of the set (in bytes in memory) resulting from the execution of the IN section."
"max_bytes_to_read","0",0,"Limit on read bytes (after decompression) from the most 'deep' sources. That is, only in the deepest subquery. When reading from a remote server, it is only checked on a remote server."
"max_bytes_to_read_leaf","0",0,"Limit on read bytes (after decompression) on the leaf nodes for distributed queries. Limit is applied for local reads only excluding the final merge stage on the root node."
"max_bytes_to_sort","0",0,"If more than specified amount of (uncompressed) bytes have to be processed for ORDER BY operation, the behavior will be determined by the 'sort_overflow_mode' which by default is - throw an exception"
"max_bytes_to_transfer","0",0,"Maximum size (in uncompressed bytes) of the transmitted external table obtained when the GLOBAL IN/JOIN section is executed."
"max_columns_to_read","0",0,"If a query requires reading more than specified number of columns, exception is thrown. Zero value means unlimited. This setting is useful to prevent too complex queries."
"max_compress_block_size","1048576",0,"The maximum size of blocks of uncompressed data before compressing for writing to a table."
"max_concurrent_queries_for_all_users","0",0,"The maximum number of concurrent requests for all users."
"max_concurrent_queries_for_user","0",0,"The maximum number of concurrent requests per user."
"max_distributed_connections","1024",0,"The maximum number of connections for distributed processing of one query (should be greater than max_threads)."
"max_distributed_depth","5",0,"Maximum distributed query depth"
"max_download_buffer_size","10485760",0,"The maximal size of buffer for parallel downloading (e.g. for URL engine) per each thread."
"max_download_threads","4",0,"The maximum number of threads to download data (e.g. for URL engine)."
"max_entries_for_hash_table_stats","10000",0,"How many entries hash table statistics collected during aggregation is allowed to have"
"max_execution_speed","0",0,"Maximum number of execution rows per second."
"max_execution_speed_bytes","0",0,"Maximum number of execution bytes per second."
"max_execution_time","3600",1,"If query run time exceeded the specified number of seconds, the behavior will be determined by the 'timeout_overflow_mode' which by default is - throw an exception. Note that the timeout is checked and query can stop only in designated places during data processing. It currently cannot stop during merging of aggregation states or during query analysis, and the actual run time will be higher than the value of this setting."
"max_expanded_ast_elements","500000",0,"Maximum size of query syntax tree in number of nodes after expansion of aliases and the asterisk."
"max_fetch_partition_retries_count","5",0,"Amount of retries while fetching partition from another host."
"max_final_threads","'auto(10)'",0,"The maximum number of threads to read from table with FINAL."
"max_http_get_redirects","0",0,"Max number of http GET redirects hops allowed. Make sure additional security measures are in place to prevent a malicious server to redirect your requests to unexpected services."
"max_hyperscan_regexp_length","0",0,"Max length of regexp than can be used in hyperscan multi-match functions. Zero means unlimited."
"max_hyperscan_regexp_total_length","0",0,"Max total length of all regexps than can be used in hyperscan multi-match functions (per every function). Zero means unlimited."
"max_insert_block_size","1048449",0,"The maximum block size for insertion, if we control the creation of blocks for insertion."
"max_insert_delayed_streams_for_parallel_write","0",0,"The maximum number of streams (columns) to delay final part flush. Default - auto (1000 in case of underlying storage supports parallel write, for example S3 and disabled otherwise)"
"max_insert_threads","0",0,"The maximum number of threads to execute the INSERT SELECT query. Values 0 or 1 means that INSERT SELECT is not run in parallel. Higher values will lead to higher memory usage. Parallel INSERT SELECT has effect only if the SELECT part is run on parallel, see 'max_threads' setting."
"max_joined_block_size_rows","65409",0,"Maximum block size for JOIN result (if join algorithm supports it). 0 means unlimited."
"max_limit_for_ann_queries","1000000",0,"Maximum limit value for using ANN indexes is used to prevent memory overflow in search queries for indexes"
"max_live_view_insert_blocks_before_refresh","64",0,"Limit maximum number of inserted blocks after which mergeable blocks are dropped and query is re-executed."
"max_memory_usage","15000000000",1,"Maximum memory usage for processing of single query. Zero means unlimited."
"max_memory_usage_for_all_queries","0",0,"Obsolete setting, does nothing."
"max_memory_usage_for_user","0",0,"Maximum memory usage for processing all concurrently running queries for the user. Zero means unlimited."
"max_network_bandwidth","0",0,"The maximum speed of data exchange over the network in bytes per second for a query. Zero means unlimited."
"max_network_bandwidth_for_all_users","0",0,"The maximum speed of data exchange over the network in bytes per second for all concurrently running queries. Zero means unlimited."
"max_network_bandwidth_for_user","0",0,"The maximum speed of data exchange over the network in bytes per second for all concurrently running user queries. Zero means unlimited."
"max_network_bytes","0",0,"The maximum number of bytes (compressed) to receive or transmit over the network for execution of the query."
"max_number_of_partitions_for_independent_aggregation","128",0,"Maximal number of partitions in table to apply optimization"
"max_parallel_replicas","1",0,"The maximum number of replicas of each shard used when the query is executed. For consistency (to get different parts of the same partition), this option only works for the specified sampling key. The lag of the replicas is not controlled."
"max_parser_depth","1000",0,"Maximum parser depth (recursion depth of recursive descend parser)."
"max_partitions_per_insert_block","100",0,"Limit maximum number of partitions in single INSERTed block. Zero means unlimited. Throw exception if the block contains too many partitions. This setting is a safety threshold, because using large number of partitions is a common misconception."
"max_partitions_to_read","-1",0,"Limit the max number of partitions that can be accessed in one query. <= 0 means unlimited."
"max_pipeline_depth","0",0,"Obsolete setting, does nothing."
"max_query_size","10485760",1,"Which part of the query can be read into RAM for parsing (the remaining data for INSERT, if any, is read later)"
"max_read_buffer_size","1048576",0,"The maximum size of the buffer to read from the filesystem."
"max_remote_read_network_bandwidth_for_server","0",0,"The maximum speed of data exchange over the network in bytes per second for read. Zero means unlimited. Only has meaning at server startup."
"max_remote_write_network_bandwidth_for_server","0",0,"The maximum speed of data exchange over the network in bytes per second for write. Zero means unlimited. Only has meaning at server startup."
"max_replica_delay_for_distributed_queries","300",0,"If set, distributed queries of Replicated tables will choose servers with replication delay in seconds less than the specified value (not inclusive). Zero means do not take delay into account."
"max_replicated_fetches_network_bandwidth_for_server","0",0,"The maximum speed of data exchange over the network in bytes per second for replicated fetches. Zero means unlimited. Only has meaning at server startup."
"max_replicated_sends_network_bandwidth_for_server","0",0,"The maximum speed of data exchange over the network in bytes per second for replicated sends. Zero means unlimited. Only has meaning at server startup."
"max_result_bytes","0",0,"Limit on result size in bytes (uncompressed).  The query will stop after processing a block of data if the threshold is met, but it will not cut the last block of the result, therefore the result size can be larger than the threshold. Caveats: the result size in memory is taken into account for this threshold. Even if the result size is small, it can reference larger data structures in memory, representing dictionaries of LowCardinality columns, and Arenas of AggregateFunction columns, so the threshold can be exceeded despite the small result size. The setting is fairly low level and should be used with caution."
"max_result_rows","0",0,"Limit on result size in rows. The query will stop after processing a block of data if the threshold is met, but it will not cut the last block of the result, therefore the result size can be larger than the threshold."
"max_rows_in_distinct","0",0,"Maximum number of elements during execution of DISTINCT."
"max_rows_in_join","0",0,"Maximum size of the hash table for JOIN (in number of rows)."
"max_rows_in_set","0",0,"Maximum size of the set (in number of elements) resulting from the execution of the IN section."
"max_rows_in_set_to_optimize_join","100000",0,"Maximal size of the set to filter joined tables by each other row sets before joining. 0 - disable."
"max_rows_to_group_by","0",0,"If aggregation during GROUP BY is generating more than specified number of rows (unique GROUP BY keys), the behavior will be determined by the 'group_by_overflow_mode' which by default is - throw an exception, but can be also switched to an approximate GROUP BY mode."
"max_rows_to_read","0",0,"Limit on read rows from the most 'deep' sources. That is, only in the deepest subquery. When reading from a remote server, it is only checked on a remote server."
"max_rows_to_read_leaf","0",0,"Limit on read rows on the leaf nodes for distributed queries. Limit is applied for local reads only excluding the final merge stage on the root node."
"max_rows_to_sort","0",0,"If more than specified amount of records have to be processed for ORDER BY operation, the behavior will be determined by the 'sort_overflow_mode' which by default is - throw an exception"
"max_rows_to_transfer","0",0,"Maximum size (in rows) of the transmitted external table obtained when the GLOBAL IN/JOIN section is executed."
"max_size_to_preallocate_for_aggregation","100000000",0,"For how many elements it is allowed to preallocate space in all hash tables in total before aggregation"
"max_streams_for_merge_tree_reading","0",0,"If is not zero, limit the number of reading streams for MergeTree table."
"max_streams_multiplier_for_merge_tables","5",0,"Ask more streams when reading from Merge table. Streams will be spread across tables that Merge table will use. This allows more even distribution of work across threads and especially helpful when merged tables differ in size."
"max_streams_to_max_threads_ratio","1",0,"Allows you to use more sources than the number of threads - to more evenly distribute work across threads. It is assumed that this is a temporary solution, since it will be possible in the future to make the number of sources equal to the number of threads, but for each source to dynamically select available work for itself."
"max_subquery_depth","100",0,"If a query has more than specified number of nested subqueries, throw an exception. This allows you to have a sanity check to protect the users of your cluster from going insane with their queries."
"max_temporary_columns","0",0,"If a query generates more than the specified number of temporary columns in memory as a result of intermediate calculation, exception is thrown. Zero value means unlimited. This setting is useful to prevent too complex queries."
"max_temporary_data_on_disk_size_for_query","0",0,"The maximum amount of data consumed by temporary files on disk in bytes for all concurrently running queries. Zero means unlimited."
"max_temporary_data_on_disk_size_for_user","0",0,"The maximum amount of data consumed by temporary files on disk in bytes for all concurrently running user queries. Zero means unlimited."
"max_temporary_non_const_columns","0",0,"Similar to the 'max_temporary_columns' setting but applies only to non-constant columns. This makes sense, because constant columns are cheap and it is reasonable to allow more of them."
"max_threads","'auto(10)'",0,"The maximum number of threads to execute the request. By default, it is determined automatically."
"max_threads_for_indexes","0",0,"The maximum number of threads process indices."
"max_untracked_memory","4194304",0,"Small allocations and deallocations are grouped in thread local variable and tracked or profiled only when amount (in absolute value) becomes larger than specified value. If the value is higher than 'memory_profiler_step' it will be effectively lowered to 'memory_profiler_step'."
"memory_overcommit_ratio_denominator","1073741824",0,"It represents soft memory limit on the user level. This value is used to compute query overcommit ratio."
"memory_overcommit_ratio_denominator_for_user","1073741824",0,"It represents soft memory limit on the global level. This value is used to compute query overcommit ratio."
"memory_profiler_sample_probability","0",0,"Collect random allocations and deallocations and write them into system.trace_log with 'MemorySample' trace_type. The probability is for every alloc/free regardless to the size of the allocation. Note that sampling happens only when the amount of untracked memory exceeds 'max_untracked_memory'. You may want to set 'max_untracked_memory' to 0 for extra fine grained sampling."
"memory_profiler_step","4194304",0,"Whenever query memory usage becomes larger than every next step in number of bytes the memory profiler will collect the allocating stack trace. Zero means disabled memory profiler. Values lower than a few megabytes will slow down query processing."
"memory_tracker_fault_probability","0",0,"For testing of `exception safety` - throw an exception every time you allocate memory with the specified probability."
"memory_usage_overcommit_max_wait_microseconds","5000000",0,"Maximum time thread will wait for memory to be freed in the case of memory overcommit. If timeout is reached and memory is not freed, exception is thrown."
"merge_tree_clear_old_parts_interval_seconds","1",0,"Obsolete setting, does nothing."
"merge_tree_clear_old_temporary_directories_interval_seconds","60",0,"Obsolete setting, does nothing."
"merge_tree_coarse_index_granularity","8",0,"If the index segment can contain the required keys, divide it into as many parts and recursively check them."
"merge_tree_max_bytes_to_use_cache","2013265920",0,"The maximum number of bytes per request, to use the cache of uncompressed data. If the request is large, the cache is not used. (For large queries not to flush out the cache.)"
"merge_tree_max_rows_to_use_cache","1048576",0,"The maximum number of rows per request, to use the cache of uncompressed data. If the request is large, the cache is not used. (For large queries not to flush out the cache.)"
"merge_tree_min_bytes_for_concurrent_read","251658240",0,"If at least as many bytes are read from one file, the reading can be parallelized."
"merge_tree_min_bytes_for_concurrent_read_for_remote_filesystem","251658240",0,"If at least as many bytes are read from one file, the reading can be parallelized, when reading from remote filesystem."
"merge_tree_min_bytes_for_seek","0",0,"You can skip reading more than that number of bytes at the price of one seek per file."
"merge_tree_min_rows_for_concurrent_read","163840",0,"If at least as many lines are read from one file, the reading can be parallelized."
"merge_tree_min_rows_for_concurrent_read_for_remote_filesystem","163840",0,"If at least as many lines are read from one file, the reading can be parallelized, when reading from remote filesystem."
"merge_tree_min_rows_for_seek","0",0,"You can skip reading more than that number of rows at the price of one seek per file."
"metrics_perf_events_enabled","0",0,"If enabled, some of the perf events will be measured throughout queries' execution."
"metrics_perf_events_list","",0,"Comma separated list of perf metrics that will be measured throughout queries' execution. Empty means all events. See PerfEventInfo in sources for the available events."
"min_bytes_to_use_direct_io","0",0,"The minimum number of bytes for reading the data with O_DIRECT option during SELECT queries execution. 0 - disabled."
"min_bytes_to_use_mmap_io","0",0,"The minimum number of bytes for reading the data with mmap option during SELECT queries execution. 0 - disabled."
"min_chunk_bytes_for_parallel_parsing","10485760",0,"The minimum chunk size in bytes, which each thread will parse in parallel."
"min_compress_block_size","65536",0,"The actual size of the block to compress, if the uncompressed data less than max_compress_block_size is no less than this value and no less than the volume of data for one mark."
"min_count_to_compile_aggregate_expression","3",0,"The number of identical aggregate expressions before they are JIT-compiled"
"min_count_to_compile_expression","3",0,"The number of identical expressions before they are JIT-compiled"
"min_count_to_compile_sort_description","3",0,"The number of identical sort descriptions before they are JIT-compiled"
"min_execution_speed","0",0,"Minimum number of execution rows per second."
"min_execution_speed_bytes","0",0,"Minimum number of execution bytes per second."
"min_free_disk_space_for_temporary_data","0",0,"The minimum disk space to keep while writing temporary data used in external sorting and aggregation."
"min_insert_block_size_bytes","268402944",0,"Squash blocks passed to INSERT query to specified size in bytes, if blocks are not big enough."
"min_insert_block_size_bytes_for_materialized_views","0",0,"Like min_insert_block_size_bytes, but applied only during pushing to MATERIALIZED VIEW (default: min_insert_block_size_bytes)"
"min_insert_block_size_rows","1048449",0,"Squash blocks passed to INSERT query to specified size in rows, if blocks are not big enough."
"min_insert_block_size_rows_for_materialized_views","0",0,"Like min_insert_block_size_rows, but applied only during pushing to MATERIALIZED VIEW (default: min_insert_block_size_rows)"
"move_all_conditions_to_prewhere","0",0,"Move all viable conditions from WHERE to PREWHERE"
"multiple_joins_rewriter_version","0",0,"Obsolete setting, does nothing."
"multiple_joins_try_to_keep_original_names","0",0,"Do not add aliases to top level expression list on multiple joins rewrite"
"mutations_sync","0",0,"Wait for synchronous execution of ALTER TABLE UPDATE/DELETE queries (mutations). 0 - execute asynchronously. 1 - wait current server. 2 - wait all replicas if they exist."
"mysql_datatypes_support_level","",0,"Which MySQL types should be converted to corresponding ClickHouse types (rather than being represented as String). Can be empty or any combination of 'decimal', 'datetime64', 'date2Date32' or 'date2String'. When empty MySQL's DECIMAL and DATETIME/TIMESTAMP with non-zero precision are seen as String on ClickHouse's side."
"mysql_max_rows_to_insert","65536",0,"The maximum number of rows in MySQL batch insertion of the MySQL storage engine"
"network_compression_method","LZ4",0,"Allows you to select the method of data compression when writing."
"network_zstd_compression_level","1",0,"Allows you to select the level of ZSTD compression."
"normalize_function_names","1",0,"Normalize function names to their canonical names"
"odbc_bridge_connection_pool_size","16",0,"Connection pool size for each connection settings string in ODBC bridge."
"odbc_bridge_use_connection_pooling","1",0,"Use connection pooling in ODBC bridge. If set to false, a new connection is created every time"
"odbc_max_field_size","0",0,"Obsolete setting, does nothing."
"offset","0",0,"Offset on read rows from the most 'end' result for select query"
"opentelemetry_start_trace_probability","0",0,"Probability to start an OpenTelemetry trace for an incoming query."
"opentelemetry_trace_processors","0",0,"Collect OpenTelemetry spans for processors."
"optimize_aggregation_in_order","0",0,"Enable GROUP BY optimization for aggregating data in corresponding order in MergeTree tables."
"optimize_aggregators_of_group_by_keys","1",0,"Eliminates min/max/any/anyLast aggregators of GROUP BY keys in SELECT section"
"optimize_append_index","0",0,"Use constraints in order to append index condition (indexHint)"
"optimize_arithmetic_operations_in_aggregate_functions","1",0,"Move arithmetic operations out of aggregation functions"
"optimize_distinct_in_order","1",0,"Enable DISTINCT optimization if some columns in DISTINCT form a prefix of sorting. For example, prefix of sorting key in merge tree or ORDER BY statement"
"optimize_distributed_group_by_sharding_key","1",0,"Optimize GROUP BY sharding_key queries (by avoiding costly aggregation on the initiator server)."
"optimize_duplicate_order_by_and_distinct","0",0,"Remove duplicate ORDER BY and DISTINCT if it's possible"
"optimize_functions_to_subcolumns","0",0,"Transform functions to subcolumns, if possible, to reduce amount of read data. E.g. 'length(arr)' -> 'arr.size0', 'col IS NULL' -> 'col.null' "
"optimize_fuse_sum_count_avg","0",0,"Obsolete setting, does nothing."
"optimize_group_by_function_keys","1",0,"Eliminates functions of other keys in GROUP BY section"
"optimize_if_chain_to_multiif","0",0,"Replace if(cond1, then1, if(cond2, ...)) chains to multiIf. Currently it's not beneficial for numeric types."
"optimize_if_transform_strings_to_enum","0",0,"Replaces string-type arguments in If and Transform to enum. Disabled by default cause it could make inconsistent change in distributed query that would lead to its fail."
"optimize_injective_functions_inside_uniq","1",0,"Delete injective functions of one argument inside uniq*() functions."
"optimize_min_equality_disjunction_chain_length","3",0,"The minimum length of the expression `expr = x1 OR ... expr = xN` for optimization "
"optimize_monotonous_functions_in_order_by","0",0,"Replace monotonous function with its argument in ORDER BY"
"optimize_move_functions_out_of_any","0",0,"Move functions out of aggregate functions 'any', 'anyLast'."
"optimize_move_to_prewhere","1",0,"Allows disabling WHERE to PREWHERE optimization in SELECT queries from MergeTree."
